RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022
1393,510,Skagit County,County,WA,WA,Mount Vernon-Anacortes,53,57,166077,166459,166680,167161,167696,168212,168877,169642,170596,171518,172397,173291,174428,175457,176475,177189,177819,178396,178939,179530,180043,180571,181055,181614,182159,182909,183594,184254,184714,185306,185917,186643,187291,187030,186432,185644,185921,186553,187623,188379,189413,190421,191960,193177,194336,195495,196684,197847,198741,199558,200402,201313,202446,203647,205141,207078,209312,211891,214251,216754,219016,221262,223415,226090,229045,233113,238089,244867,250130,255075,258169,261437,264191,267253,270908,274473,277737,281073,284651,289178,293448,296752,298468,300637,302493,304515,305599,306697,308178,309280,310127,310253,310545,311077,311461,311357,310341,309219,308644,307413,305926,303657,301952,299426,297494,295623,294130,292130,290448,286936,282851,278328,275575,272918,270244,267704,265400,263620,262208,260573,259193,258046,257342,256567,255484,254746,253546,252605,251064,249618,247761,245864,244099,242816,241202,239661,238014,236953,235933,234978,234322,233819,233438,233143,232855,232785,232743,232849,232756,232782,232893,233121,230851,228224,225286,225034,225332,226454,228037,229951,231804,233478,235273,236985,238781,239835,240796,241277,242218,243056,243838,244654,245396,246202,246922,247595,248485,249626,250875,251879,252685,253865,255675,257990,260546,262913,264903,266619,268583,270690,272880,275070,277424,279937,282442,285109,287725,290361,292598,294977,297708,299788,302027,303684,305941,308123,310601,313533,316403,319367,322090,324724,327013,329649,332701,336203,339455,342101,344819,347444,350126,352127,355202,359080,362860,365694,366054,369189,371863,375474,376695,378192,379813,380827,381297,381392,382515,383997,386915,389824,391952,393927,394962,396638,397498,400620,403725,409010,413494,419843,426990,433704,439874,449493,459248,469726,474875,482977,492477,506607,517883,530151,541869,555182,566563,576342,579911,583095,586237,592314,593903
940,511,Clarke County,County,GA,GA,Athens-Clarke County,13,59,111708,111989,112301,112975,113652,114286,114909,115564,116257,116952,117779,118747,119768,120384,120932,121425,122138,122791,123376,123981,124572,125198,125694,126151,126498,126911,127315,127770,128920,129990,131249,131864,132556,133032,133402,133820,134107,134411,134579,134945,135313,135673,136477,137203,137995,138423,138808,139288,139724,140374,140916,141390,141734,142169,142425,142892,143396,144130,144689,145015,144982,144782,145062,145909,147032,147681,147814,147965,148247,148108,149924,151011,152652,152077,152213,151162,150513,150252,151208,151755,151769,151632,151699,152020,152508,152776,152740,152806,152977,153194,153145,153059,152930,153122,153199,153469,153618,153992,154271,154238,154629,154793,155046,154429,153947,153580,153442,153240,152812,152303,151677,151033,150016,149275,,145045,142612,141540,140486,139463,138530,138803,138624,138715,137933,138178,138159,138394,138149,137938,137616,137108,135977,134570,133746,133312,132323,130775,129349,128191,127029,125135,122627,120783,119359,117905,115663,113367,111982,112163,113027,114312,113947,115572,118237,122196,126121,128626,130458,130492,130552,130974,133256,134562,134618,132706,131922,132276,132628,133475,134448,135852,136649,136333,135385,134600,134672,135060,135809,136463,137470,138439,139915,140729,141181,141010,140803,140911,141454,142249,142477,142736,142558,143014,143763,145397,146930,147418,147372,147593,148615,148646,148298,147582,148117,149794,152163,154819,156796,157721,158463,158372,160296,163599,167020,169108,168418,168013,167672,169126,170641,172148,173247,175039,176671,177898,179076,179593,180837,181635,183272,184403,185798,186922,187617,187968,189788,192567,194524,195167,195873,197728,199337,200477,201611,202989,204563,207033,209839,212714,214582,215714,216927,218492,220398,222826,225954,230744,236003,241440,246279,251211,256093,261369,266983,273972,278532,283425,285911,290728,294598
238,512,Linn County,County,OR,OR,Albany,41,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196885,196284,196161,195616,195796,195595,195445,194735,194208,193126,191708,190095,188799,187677,186471,182717,178637,174342,172722,171448,170454,169285,168115,166942,166088,165337,164782,164180,163554,162878,162046,161355,160564,159870,158891,157681,156527,155331,154170,152917,152034,151439,151043,150846,150926,150972,150958,150714,150568,150264,150260,150231,150256,150439,150904,151731,152527,153342,154153,154955,155766,156619,157623,158750,159843,160829,163309,165928,168492,169148,169766,170213,170756,171099,171550,172336,173088,173721,174083,174725,175686,176499,177111,177494,178330,179490,181036,182736,184341,185919,187709,187269,187204,186807,188947,190462,191999,193137,194718,196570,198685,200516,202173,204213,206337,208456,209590,210904,212188,214787,217282,220356,223396,226901,229603,232330,234868,237337,239147,240500,242327,245236,248636,252010,254543,256572,257847,258882,260203,262037,264099,266267,268679,270622,271888,272964,273631,274696,275350,277295,278712,281118,282017,283284,284662,285920,288346,289922,292298,293499,295296,297220,299810,302924,306982,312130,317136,321679,325797,330227,335180,341899,348212,356308,362182,369371,374714,381141,386625,392967,398853,405278,410287,413690,413956
1203,513,Mercer County,County,PA,PA,Youngstown-Warren-Boardman,42,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111432,111011,110925,110578,110441,110104,109383,108466,107495,106818,106237,105645,105203,104844,104679,104618,104760,104953,105117,105011,104667,104218,103865,103599,103034,102490,102139,102009,101882,101454,101226,100768,100526,100160,99862,99567,99104,98589,98140,97987,98015,98051,98015,97918,97768,97731,97798,97887,97880,98062,98301,98663,98848,98896,98849,98780,98683,98351,98127,97908,97877,97839,97934,98173,98499,98853,99349,99727,100012,99979,99882,99856,100179,100592,100953,101105,101365,101663,101917,102087,102268,102439,102667,103017,103215,103567,103824,104283,104632,104956,105245,105568,105733,106095,106359,106913,107275,107646,107757,108118,108389,108867,109223,109834,110437,110906,111442,111959,112595,112946,113495,113631,113347,,,110459,,113467,114984,115147,115262,115193,115461,115849,117065,118012,118017,118486,118102,118452,118037,118138,117883,117473,116957,117200,117395,117887,118491,119663,123748,127749,132090,133906,135566,136312,136998,139035,141533,144307,147529,150904,155253,158480,161036,162952,165149,168548,170960,172219,172454,173222,174079
2748,514,Jefferson County,County,NY,NY,Watertown-Fort Drum,36,45,55030,55321,55553,55988,56249,56483,56801,56930,57003,56973,57334,57754,58223,58548,58905,59168,59465,59682,60031,60214,60426,60565,60943,61434,62054,62739,63360,63944,64372,64761,65152,65439,65720,65960,,63723,64186,,68227,68661,68924,69066,69213,69478,69848,70178,70709,71273,72017,72485,73269,73443,74018,74270,75054,75670,76941,78451,80379,81963,83537,84745,85752,86730,87454,88212,89486,91198,93252,95013,97031,98756,100198,101067,102381,103741,105488,106496,107615,108397,109421,110366,111144,111621,111689,112258,112752,113659,114349,115534,116792,118277,119472,120376,121158,122200,123391,124073,124343,124705,125326,126100,126234,126467,126490,126711,126530,126430,126367,126368,126179,125864,125493,125148,124740,124842,125896,126912,126730,126092,125621,125989,126049,126345,126678,127087,127219,127432,127419,127245,127370,127678,128177,128060,127561,127646,128009,129130,130119,131178,132028,132556,132880,133398,134952,137015,138781,139506,139660,140020,140366,140175,139475,138965,139437,139655,138805,137566,137819,139434,141203,141564,141072,140740,140441,140969,140924,141381,141255,140916,140612,139643,139657,139881,141455,142011,141147,139635,138983,140113,141459,141897,140895,139226,138766,138718,138863,138801,139147,139232,138044,136166,135502,136618,138136,138872,139033,139102,139530,139350,139171,138964,138806,138643,138629,138929,139506,139933,140469,141182,142161,142725,142628,141858,141660,141413,141555,141519,141379,141551,141925,143328,144162,144672,144532,144718,144773,144988,144919,145102,145369,145958,146045,146097,145769,145825,146580,145981,145228,145890,147935,149860,149532,149458,149246,149743,150301,151030,151543,152332,153776,155066,156264,157494,159472,160627,162251,163682,166114,167637,168803,169656,170932,172058,173105,174557,176652,179832,183030,185982,188214
2394,515,Lycoming County,County,PA,PA,Williamsport,42,81,99199,99498,99830,100457,100933,101329,101656,102036,102360,102657,103221,103918,104742,105216,105703,106157,106722,107137,107583,107950,108273,108502,108774,109043,109309,109734,110246,110859,111453,112091,112773,113257,113796,114217,114514,114779,114931,115415,115897,116457,117040,117542,118179,118869,119797,120818,121468,122028,122408,123334,124363,125597,127021,128490,130194,131113,132020,132655,133719,134663,135558,136793,138259,139883,141157,142276,143401,144310,,,,136338,136531,136990,137207,137534,137610,137989,138301,138877,139305,139974,140237,140708,141204,141724,142178,142272,142090,141807,141579,141987,142554,142986,143461,144032,144447,144377,144068,143578,143134,142463,142128,141891,141776,141750,141725,141540,141387,141181,140840,140424,139992,139669,139230,138766,138470,138297,138298,138183,138114,137989,138018,138029,138116,138177,138232,138304,138296,138417,138456,138298,137966,137461,137095,136804,136706,136684,136629,136622,136773,137034,137262,137254,137165,136930,136804,136768,136857,136912,136889,136957,137154,137384,137665,137861,138072,138146,138212,138134,138164,138187,138331,138378,138566,138781,139086,139246,139394,139700,140154,140745,141214,141635,142004,142375,142792,143228,143659,144022,144349,144680,145000,145527,146089,146823,147480,148151,148695,149339,150075,150992,151733,152099,152065,152355,153064,153838,153953,153738,,,,,152310,152376,152973,151420,150002,148438,149240,150081,150847,151434,151954,152564,153320,154257,156856,159404,161452,161408,161186,161105,161357,161234,161306,161086,161296,161549,162088,162844,163537,164330,164954,166414,167819,169371,169622,169861,170068,170718,171278,171804,172389,173016,173661,173683,173094,170556,169160,170732,172918,175255,175432,176931,178171,179976,181937,184214,186424,189413,191733,193718,195257,197217,198639,200636,201803,202712,202903
2173,516,Canadian County,County,OK,OK,Oklahoma City,40,17,102657,102847,103023,103387,103782,104235,104715,105091,105457,105781,106344,106961,107730,108284,108801,109226,109688,110089,110465,110871,111328,111785,112153,112298,112329,112539,112850,113310,113607,114000,114271,114638,115158,115816,116290,116609,116885,117404,117973,118484,118813,119020,119222,119544,120212,120828,121301,121529,121906,122471,123100,123664,124227,124805,125512,126215,126833,127402,127936,128526,128690,,,,,112785,108690,106876,106156,105214,106400,108108,110800,112428,114803,115630,116253,116217,117648,118549,118198,118362,117806,117547,115666,114603,114235,115027,115944,116671,118473,120185,121333,120662,120675,121269,123217,125000,126814,128691,130361,130944,130610,130279,131530,132359,133008,132664,133858,135712,137883,139180,139917,142478,145104,148246,149928,151434,152818,154254,155358,155878,156018,156234,156201,155914,154669,153407,152055,151743,151543,151595,151320,151405,150488,149294,147818,147046,146900,146969,147407,147492,147180,146808,146625,146588,146697,147009,146977,147025,146912,147470,147925,148826,149633,150843,151764,152491,152992,153362,153940,154612,155118,155834,155926,156226,156203,156774,157133,157404,157569,157431,157751,157425,157436,157306,157771,158725,159521,160281,160594,161175,161547,161922,161976,162438,162769,163492,164015,164919,165321,165465,165061,164740,164498,164292,164430,164569,165073,165016,164858,164758,165167,165741,166533,166995,167277,167180,167248,167106,167226,167242,167547,167640,167785,167959,168126,167964,167958,168260,169260,170074,170915,171458,172205,172784,173483,173721,173391,173094,173281,173866,174601,175392,176240,176855,177572,178025,178591,178940,179835,180421,181018,181790,182707,183850,184607,185494,186235,187170,188101,188921,189768,190649,191796,193101,195027,197659,,,208909,212169,215589,219144,222955,226085,229506,233194,237035,240216,242549
2845,517,Sheboygan County,County,WI,WI,Sheboygan,55,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139520,138180,136907,135235,134071,133926,133578,133010,131049,128208,125533,124494,123781,123324,122196,121330,119953,118566,117541,116935,116748,116556,115490,114209,112881,112533,113026,113673,113934,113825,113344,113129,112350,111637,111406,110741,110305,109570,108891,107642,106172,104000,101943,100031,98843,97596,96235,95325,94777,94405,93874,93420,93213,93203,93561,96102,98087,100138,100156,101792,104052,106486,108771,111732,114147,115396,115264,114496,113945,113781,114177,113676,112470,111622,111673,111939,112455,113002,113417,113968,114891,115986,116987,117509,118091,118021,117669,117123,116835,116842,117267,117389,118034,118423,120079,121418,122272,122435,122308,122760,122911,123269,123199,123660,124471,125757,126751,127581,128758,129755,131122,131768,133362,134845,136782,137549,137499,137627,137753,138713,139635,141615,143541,144876,146178,146778,147480,147272,147888,149050,150260,150882,150784,150945,151447,152567,153445,154739,155400,156474,156827,157566,158246,159106,159105,158850,158621,159475,161231,163569,165860,167035,168974,170845,173613,176204,179010,180706,182207,184078,186548,188252,189540,191485,193266,195149,197026,199732,202833,206782,209909,212026,212885
1835,518,Kendall County,County,IL,IL,Chicago-Naperville-Elgin,17,93,,,,,,,,,,174997,175186,175612,176594,177822,178622,179301,179858,180894,181669,182520,183161,184012,184691,185460,186232,187159,188071,188935,189752,190351,190962,191738,192759,193784,194596,195569,196763,197951,199070,200089,201310,202473,203496,204400,204812,205774,206713,208177,208819,209426,210104,211292,212925,214583,216288,217615,219187,220413,221583,222305,223469,224681,225946,227074,228318,229783,231275,232975,234466,236061,237283,238497,239815,240986,242318,243210,244146,244913,245608,246657,247604,248341,248777,248989,249266,249352,248800,248413,247790,247772,247104,246860,246230,245699,245225,244060,243081,241407,240998,240150,239176,236710,234179,231292,229214,227364,224838,222978,220344,219709,217717,215978,213343,210449,208107,205790,204636,203416,202509,201174,199099,196319,194256,192936,192560,192596,192289,191641,189769,188116,182889,177833,174587,175297,177214,176892,176585,175618,174606,173238,171839,171058,170233,169253,168452,166193,163377,161624,161567,162413,162667,163295,164329,165096,165511,166228,166960,168120,169031,171196,173256,174765,176188,178052,180312,182104,182774,183924,184538,185959,186181,187282,188978,191787,193834,195038,195825,196302,196777,196823,196442,195289,194871,194982,195695,195682,195708,195055,195103,195541,196921,197853,199282,201496,203610,205025,205861,206728,207848,208887,210182,211119,212144,212977,213897,215134,216630,217956,219375,220591,221805,222238,222568,222824,223999,225444,227373,229171,230491,231163,230878,230624,230901,231398,232371,233201,234369,235926,236692,236746,236551,236495,236300,235991,235973,236194,236227,236599,237057,236716,236443,237113,238540,239327,238835,238042,238114,239220,240853,242687,244998,248155,251144,254364,257098,260172,262973,267696,272189,277093,280558,285406,289845,293045,295851,300911,307999,314302,318602,321138,323561
1762,519,Harnett County,County,NC,NC,Dunn,37,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159107,159142,158661,157727,156366,156422,156307,156034,154845,154694,154771,154478,153856,153230,153104,152912,153296,153445,153836,154093,154504,152673,150508,148068,148993,150388,151805,151433,151091,148347,145988,143427,143486,143317,143123,142738,144773,146291,145728,143019,140659,140536,140417,140512,140574,140711,141620,141872,141772,141008,141317,141757,142019,141377,139904,138233,137365,138680,140290,142811,145649,148601,150872,151418,152070,152495,153218,153652,153644,152552,151640,149949,148682,147384,147276,147963,148219,148559,148319,148454,148275,149125,149807,150626,150596,150672,150554,151010,151108,151766,151851,152526,152653,153031,153241,153829,153960,154251,154350,155132,155819,156404,157405,158272,159155,159496,159829,160318,159989,159566,159357,159865,160658,160983,161252,161422,161259,160824,160128,160367,161086,162485,163604,164997,166036,167367,168533,169666,171044,172386,173821,174829,175187,175629,176068,177107,178195,178973,180599,182287,184661,186421,188379,190111,192079,194988,197460,200486,202852,206400,210028,214223,217993,221655,224966,229273,234230,238990,243530,248203,253789,258965,263143
2767,520,La Crosse County,County,WI,WI,La Crosse-Onalaska,55,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128453,128705,128761,129321,129981,130835,131114,131089,130543,130291,130377,131210,131567,131804,131387,132254,133108,135057,135995,136805,136685,137036,137510,138763,140376,142397,143692,144393,144375,144724,144860,145306,145547,146536,147741,148841,150005,151259,152525,153658,154311,154763,154652,154619,154683,154578,154558,154846,155020,154979,154415,154439,154526,155282,155443,155459,155142,155005,154799,154906,154663,154673,153938,154079,154247,155001,155122,155396,155473,155258,154633,153858,153557,153403,153388,152684,151683,150632,148819,149230,149806,151698,151496,151216,151151,151334,151388,151863,152234,152601,152321,152156,152253,151758,152114,152366,153320,153363,153342,153167,152864,152382,151732,150708,150238,150102,150365,150500,150673,150746,149995,148987,147975,147306,146970,146583,146290,145484,145136,144964,145063,144804,144877,145402,145979,147046,148076,148969,149147,149047,149107,149610,150461,151823,152729,153440,153761,154045,154278,154325,154412,154691,155146,155780,156248,156629,156926,156786,156689,156366,156950,157910,158790,159393,159926,160470,161036,161184,161482,161475,161506,161412,161130,160839,160704,161224,162412,163628,164562,165217,166198,167259,168142,169086,170407,171589,172673,173272,174539,175780,176253,175999,175815,176580,177440,178132,178533,179142,179540,181020,182275,183976,185402,187323,189183,189828,190333,190689,191355,191793,192281,193589,195372,196756,197431,197733,198287,198766,199534,199956,200655,201469,202368,203073,202211,202494,203177,205328,206785,208842,211066,213215,214727,216150,217939,220203,222702,225859,229108,233242,236015,238665,240320,242323,244268,247442,251502,255737,259401,262539,265490,267436,269298
797,521,Wayne County,County,OH,OH,Wooster,39,169,161357,161503,161871,162545,163256,163603,164011,164491,165262,165991,166836,168010,169069,169898,170536,170957,171206,171363,171645,172296,172924,173734,174297,174633,174696,174876,175249,175596,175941,176174,176628,176923,177356,177722,178433,178905,179501,179911,180419,180894,181386,182236,183304,184330,185095,185641,186170,186833,186289,185894,185172,185792,186217,186857,187448,188500,189476,190520,191108,191187,191179,190773,190913,191069,191781,192479,193085,193665,194316,195003,195470,195873,196182,196613,196952,197509,196780,196001,194976,195000,194964,194699,194591,194716,195159,195942,196714,197244,199872,202370,204855,204899,204942,205125,204931,204507,203400,201716,198208,196726,195672,195181,193769,192798,193633,192976,192002,190079,188694,187846,186964,187114,186250,186801,185953,186525,185621,186023,184945,184104,182964,182969,182480,181604,180606,180214,179659,178721,177608,176969,176001,175421,174653,174475,174220,173933,174182,174645,174991,175054,176103,176422,178012,180852,183079,182517,179167,177095,175668,176112,177558,178111,177395,176837,177275,178646,179230,180439,180847,181410,184038,184685,184716,183266,182883,182663,181853,181233,181188,180558,180469,178389,176146,173307,172790,171890,172690,172243,173171,174314,177157,180275,182652,184633,186134,188058,190049,192251,191910,190777,189512,189720,189794,190221,191005,192132,192591,193114,193352,194245,194820,195826,196337,196803,196171,195949,196247,198007,199422,200761,201839,203333,204716,206004,207259,208186,208937,208977,209058,209261,209877,211378,212718,214051,214877,215902,216761,216761,216457,216846,217656,218168,218241,218054,218208,218370,219068,220445,221728,222199,222761,224675,227326,230232,231883,233609,234843,236557,239344,241995,244872,246528,248504,250319,253292,256870,260708,264250,267370,270961,274688,278754,283868,293337,,,,353607,365790,375408,392561
1496,522,Wilson County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,189,165288,165281,165274,165259,165405,165503,165833,166585,167498,168372,168708,169152,169598,170165,170781,171437,172193,172837,173831,174471,175052,174949,175076,175264,175698,176168,176567,176858,177039,177084,177037,176957,176990,177389,177787,178281,178634,179000,179341,179449,179586,179657,179767,179793,179932,180194,180731,181200,181653,182050,182369,182769,183072,183631,184551,185635,186364,186522,186584,186957,187682,188532,189462,190442,191521,192886,194065,195064,196129,197705,199795,201844,203659,205103,206427,207561,208912,210411,212410,214367,215785,216806,217619,218721,219608,220379,221189,222216,223318,224380,225132,225536,225830,226223,225683,225148,224089,224304,224036,224518,224299,223738,222197,220837,219571,218841,217752,216633,215680,214971,214375,212869,211721,210587,209844,209823,210062,210465,209672,208100,206935,205921,206266,206962,207880,208100,207734,207143,206550,205666,205217,205014,205334,205037,204042,203069,202389,202208,202015,201698,201458,200886,200745,200173,199576,198864,198875,199383,200312,201180,201599,201550,201446,201845,202567,203303,203618,203823,204225,205251,206311,207682,208977,210307,211464,212416,213396,213986,214696,216115,217916,219474,220452,221329,222310,223412,224487,225955,227633,229337,231348,233234,234948,235976,236898,238036,239219,240391,242101,244098,246738,248993,251033,252838,254660,256610,258226,260046,262178,264281,266229,268403,270465,272742,274091,275626,277023,278980,280435,281529,282627,284285,286196,288051,289912,292053,295157,298500,301401,303130,304795,306076,307522,308704,310332,311713,312803,313523,314356,315286,316151,316781,316995,317625,318170,317999,317385,316219,316384,316923,317828,318913,320646,323258,326055,326824,327335,328139,329836,332956,334663,337155,339473,342746,346975,350414,356086,362980,371898,380966,391087,402283,415069,429502,443069,457908,465065,474000,480203,490055,496932
2371,523,La Salle County,County,IL,IL,Ottawa-Peru,17,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120616,120340,119870,119052,118074,117278,116409,115529,114618,113792,113383,112905,112506,112016,111618,111339,111028,110936,110767,110564,110210,109787,109434,108968,108533,108107,107510,107002,106415,106251,106060,105889,105660,105322,105025,104692,104498,104295,104094,103951,103790,103747,103626,103682,103716,103920,104054,104147,104206,104295,104368,104463,104501,104668,104794,104896,104988,105185,105465,105695,105905,106165,106550,106961,107406,107858,108234,108493,108706,108978,,,,,106107,106346,106272,106321,105908,105534,104966,104896,105220,105740,105850,105941,106510,107338,108409,108799,109355,109446,110001,110495,111065,111118,110981,110783,110833,111275,111662,112186,112336,112622,112626,112662,112717,112828,112707,112472,112819,113330,114228,114733,115264,115767,116243,116593,116735,116952,117258,117519,117696,118149,118635,119197,119620,,116726,115002,115632,116627,117189,117464,119271,119730,120355,119142,119767,120560,121505,122697,124509,126026,127568,128147,129213,130638,132305,134118,135852,137836,139632,141887,143740,145517,146931,148689,150202,151588,152699,154593,156386
1474,524,Warren County,County,KY,KY,Bowling Green,21,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149237,149256,149409,149535,149733,149692,147924,146028,144146,144096,144198,144415,144355,142713,141231,139561,140769,141773,143170,143108,142771,142433,142162,141933,141494,141073,140787,140803,140882,141181,141490,141671,141818,141822,141823,141705,141692,141879,141985,142216,142266,142423,142568,142769,143158,143054,142975,142803,143020,143232,144257,144518,144816,145368,146781,148191,147664,146966,146355,146668,147112,146874,146457,146203,146582,147063,147517,148038,150433,152551,154541,154744,154931,155273,155473,155957,156378,157331,158406,159577,160377,160981,161710,162497,163357,164293,164989,165835,166584,167610,168851,170017,171397,172564,173946,175113,176296,177362,178107,178845,179294,180024,180639,181636,182638,183486,183944,184479,184989,185839,186367,187370,187907,188952,189680,190447,191053,191353,192066,192671,193241,193624,193657,193854,194141,194542,194867,194988,195655,,,,,186853,188253,189592,192101,194744,197178,199179,201606,204368,208586,212456,217067,223778,229936,234407,234500,234984,236297,237621,239962
2363,525,Kankakee County,County,IL,IL,Kankakee,17,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145571,145340,145224,144536,143680,141896,140228,138281,136884,135336,134486,133957,133861,133649,133668,133688,133745,133705,133690,133379,132631,131497,130568,129942,129571,129290,128900,128575,128195,128002,127821,127447,126811,126120,125641,125512,125504,125465,125595,125859,126184,126617,126920,127217,126801,126214,125629,125527,125609,125751,125960,126191,126415,126523,126680,126649,126572,126464,126656,127047,127583,128107,128643,129163,129659,130008,130458,130829,131314,131616,131935,132153,131294,130195,129188,129296,129427,129386,129331,129437,129479,129120,128618,127988,127746,127909,128425,128864,129190,129393,129625,129645,129690,129672,129672,129607,129931,130505,131101,131377,131633,132190,132565,132848,133171,133755,134311,134676,135229,135805,136447,136856,137562,138099,139020,139661,140393,140875,141384,141885,142399,142918,143309,143753,144266,145103,145757,146347,146733,147278,147598,148045,148170,149343,149465,150034,149835,150557,151269,152166,153336,154590,155920,156920,158343,159724,160951,161785,162757,164163,165967,167773,169569,171512,173703,176275,178876,180984,182813,184377,186249,188179,189715
